student_id,student_number,first_name,last_name,gender,date_of_birth,department_id,programme,level,admission_year
690,STU20230690,Joy,Nwosu,Female,2003-10-19,4,Economics,200,2021
691,STU20230691,Joy,Eze,Female,2006-11-03,4,Economics,300,2024
692,STU20230692,Esther,Ibrahim,Male,2001-09-06,4,Economics,400,2024
693,STU20230693,Amaka,Obi,Female,2004-10-26,1,Computer Science,300,2022
694,STU20230694,Samuel,Eze,Female,1999-10-20,2,Mathematics,400,2023
695,STU20230695,Joy,Uche,Male,2002-07-03,1,Computer Science,100,2024
696,STU20230696,Grace,Okafor,Male,2001-03-19,3,Accounting,100,2022
697,STU20230697,Grace,Olawale,Female,2004-10-19,2,Mathematics,400,2022
698,STU20230698,Samuel,Okeke,Female,2002-07-23,2,Mathematics,300,2021
699,STU20230699,Esther,Olawale,Female,2000-05-02,1,Computer Science,300,2021
700,STU20230700,Chioma,Olawale,Female,1999-05-28,1,Computer Science,100,2022
701,STU20230701,Chioma,Adeyemi,Female,2003-12-13,4,Economics,400,2024
702,STU20230702,Daniel,Obi,Male,2005-03-07,4,Economics,400,2023
703,STU20230703,Emeka,Adebayo,Male,2000-01-03,4,Economics,100,2022
704,STU20230704,Samuel,Ibrahim,Male,1999-03-21,4,Economics,400,2024
705,STU20230705,Esther,Nwosu,Female,2006-07-18,4,Economics,400,2024
706,STU20230706,Ngozi,Nwosu,Female,1998-10-16,3,Accounting,200,2023
707,STU20230707,Victor,Olawale,Female,1998-01-19,4,Economics,400,2023
708,STU20230708,Esther,Uche,Male,2000-12-24,1,Computer Science,300,2024
709,STU20230709,Daniel,Adeyemi,Male,2001-08-21,1,Computer Science,100,2023
710,STU20230710,Victor,Okeke,Male,2005-08-17,1,Computer Science,400,2023
711,STU20230711,Amaka,Adebayo,Female,2000-01-23,4,Economics,300,2023
712,STU20230712,Samuel,Uche,Male,1998-11-10,1,Computer Science,100,2023
713,STU20230713,Adaeze,Nwosu,Male,2002-05-05,4,Economics,300,2023
714,STU20230714,Chinedu,Eze,Male,2000-11-15,3,Accounting,300,2022
715,STU20230715,Michael,Obi,Female,2000-09-28,3,Accounting,100,2023
716,STU20230716,Emeka,Adeyemi,Male,2005-07-25,1,Computer Science,400,2022
717,STU20230717,Chioma,Nwosu,Male,2003-01-21,4,Economics,300,2021
718,STU20230718,Emeka,Uche,Female,2005-05-16,1,Computer Science,200,2024
719,STU20230719,Grace,Adebayo,Male,2006-07-01,4,Economics,300,2024
720,STU20230720,Samuel,Okeke,Male,1999-09-21,4,Economics,300,2024
721,STU20230721,Amaka,Adebayo,Female,1999-05-21,3,Accounting,400,2024
722,STU20230722,Chioma,Adeyemi,Male,2006-06-22,2,Mathematics,200,2023
723,STU20230723,Samuel,Okafor,Male,1998-07-04,1,Computer Science,100,2024
724,STU20230724,Ngozi,Adebayo,Female,2001-01-01,3,Accounting,100,2021
725,STU20230725,Esther,Eze,Male,1999-10-05,2,Mathematics,400,2022
726,STU20230726,Chioma,Nwosu,Female,2002-08-22,1,Computer Science,100,2024
727,STU20230727,Michael,Ibrahim,Female,2002-03-25,3,Accounting,100,2023
728,STU20230728,David,Ibrahim,Female,1998-05-27,1,Computer Science,300,2022
729,STU20230729,Adaeze,Uche,Male,2004-03-21,4,Economics,400,2021
730,STU20230730,Daniel,Ibrahim,Male,1999-08-23,2,Mathematics,300,2021
731,STU20230731,Adaeze,Eze,Female,2005-01-16,1,Computer Science,200,2021
732,STU20230732,Samuel,Ibrahim,Female,2000-12-11,1,Computer Science,400,2021
733,STU20230733,Grace,Ibrahim,Female,1999-09-08,4,Economics,100,2024
734,STU20230734,Adaeze,Adeyemi,Female,2003-11-10,4,Economics,400,2021
735,STU20230735,Amaka,Olawale,Female,1999-08-25,1,Computer Science,300,2022
736,STU20230736,Daniel,Okafor,Female,2001-05-23,2,Mathematics,400,2021
737,STU20230737,Grace,Eze,Female,2001-03-02,3,Accounting,200,2021
738,STU20230738,Grace,Ibrahim,Male,2006-11-10,2,Mathematics,400,2024
739,STU20230739,Chinedu,Okeke,Male,2003-12-02,1,Computer Science,400,2021
740,STU20230740,Michael,Olawale,Female,2006-03-24,2,Mathematics,200,2021
741,STU20230741,Chioma,Nwosu,Female,1998-08-20,1,Computer Science,100,2022
742,STU20230742,Chinedu,Nwosu,Male,2002-02-15,2,Mathematics,200,2021
743,STU20230743,Adaeze,Uche,Male,1999-04-14,1,Computer Science,300,2024
744,STU20230744,Adaeze,Adeyemi,Male,2003-04-25,3,Accounting,100,2022
745,STU20230745,Adaeze,Eze,Female,2000-07-06,3,Accounting,300,2022
746,STU20230746,Ngozi,Adeyemi,Male,2000-02-26,4,Economics,400,2022
747,STU20230747,Victor,Uche,Male,1998-01-06,1,Computer Science,100,2023
748,STU20230748,Chioma,Uche,Male,2001-03-21,4,Economics,300,2024
749,STU20230749,Ngozi,Nwosu,Male,2000-12-16,4,Economics,100,2023
750,STU20230750,David,Okafor,Male,2001-02-17,3,Accounting,100,2023
751,STU20230751,Grace,Obi,Female,1998-04-04,2,Mathematics,200,2024
752,STU20230752,Emeka,Nwosu,Male,1998-11-12,4,Economics,300,2022
753,STU20230753,Ifeanyi,Okeke,Female,1998-02-24,4,Economics,100,2022
754,STU20230754,Michael,Okafor,Female,2006-02-03,2,Mathematics,200,2024
755,STU20230755,David,Obi,Female,2001-02-11,3,Accounting,200,2021
756,STU20230756,Chioma,Ibrahim,Male,2004-04-03,2,Mathematics,400,2024
757,STU20230757,Victor,Ibrahim,Male,2001-10-15,1,Computer Science,200,2024
758,STU20230758,Emeka,Uche,Male,2003-05-07,3,Accounting,300,2022
759,STU20230759,Chioma,Adeyemi,Male,2002-03-04,1,Computer Science,400,2024
760,STU20230760,Emeka,Okeke,Male,2002-10-06,4,Economics,200,2022
761,STU20230761,David,Olawale,Female,2001-10-16,1,Computer Science,400,2023
762,STU20230762,Chioma,Ibrahim,Male,2001-06-14,1,Computer Science,200,2022
763,STU20230763,David,Okafor,Male,2005-12-25,1,Computer Science,100,2024
764,STU20230764,Grace,Eze,Female,2005-04-03,4,Economics,100,2024
765,STU20230765,Emeka,Okeke,Female,2001-11-03,2,Mathematics,100,2024
766,STU20230766,Emeka,Uche,Male,2005-08-25,3,Accounting,200,2024
767,STU20230767,Michael,Okeke,Female,1998-11-03,2,Mathematics,400,2023
768,STU20230768,Ifeanyi,Ibrahim,Female,2006-10-26,1,Computer Science,200,2021
769,STU20230769,Chioma,Okafor,Female,1998-02-13,3,Accounting,300,2024
770,STU20230770,Amaka,Okeke,Male,2006-12-03,1,Computer Science,200,2022
771,STU20230771,Ngozi,Olawale,Male,2005-12-25,3,Accounting,200,2022
772,STU20230772,Amaka,Adebayo,Female,2002-01-03,3,Accounting,300,2023
773,STU20230773,Grace,Olawale,Male,2005-12-18,4,Economics,300,2024
774,STU20230774,Michael,Eze,Male,2005-02-03,3,Accounting,400,2022
775,STU20230775,Adaeze,Eze,Male,2002-02-23,3,Accounting,200,2024
776,STU20230776,Joy,Obi,Male,2002-07-22,2,Mathematics,200,2024
777,STU20230777,David,Uche,Male,2002-04-03,3,Accounting,100,2022
778,STU20230778,David,Adeyemi,Female,2003-08-19,3,Accounting,400,2024
779,STU20230779,Esther,Nwosu,Female,2000-05-08,3,Accounting,400,2023
780,STU20230780,Michael,Okafor,Male,2003-05-15,3,Accounting,200,2022
781,STU20230781,Emeka,Nwosu,Male,2000-04-04,3,Accounting,100,2023
782,STU20230782,Grace,Adebayo,Female,2000-04-18,2,Mathematics,100,2023
783,STU20230783,Emeka,Okeke,Female,2006-03-18,3,Accounting,300,2021
784,STU20230784,David,Uche,Male,2005-06-05,1,Computer Science,100,2023
785,STU20230785,Grace,Adebayo,Male,2005-06-23,3,Accounting,100,2024
786,STU20230786,Emeka,Olawale,Male,2002-01-13,1,Computer Science,200,2024
787,STU20230787,Adaeze,Okeke,Male,2001-10-17,3,Accounting,200,2023
788,STU20230788,Chinedu,Eze,Female,1999-09-13,2,Mathematics,200,2024
789,STU20230789,Esther,Adeyemi,Male,2003-07-05,3,Accounting,400,2023
790,STU20230790,Amaka,Okafor,Female,2003-06-10,4,Economics,400,2021
791,STU20230791,Chioma,Uche,Female,2005-05-06,2,Mathematics,400,2024
792,STU20230792,Joy,Adeyemi,Male,2000-04-10,2,Mathematics,400,2023
793,STU20230793,Victor,Adeyemi,Female,1999-01-14,1,Computer Science,300,2024
794,STU20230794,Daniel,Uche,Male,2001-03-27,2,Mathematics,400,2023
795,STU20230795,Chinedu,Adebayo,Female,2005-09-24,4,Economics,400,2022
796,STU20230796,Michael,Okafor,Male,2002-05-21,1,Computer Science,400,2021
797,STU20230797,David,Nwosu,Female,2001-01-04,3,Accounting,300,2024
798,STU20230798,Esther,Okeke,Female,2004-05-21,1,Computer Science,400,2021
799,STU20230799,Daniel,Adeyemi,Male,2002-03-19,3,Accounting,100,2022
800,STU20230800,Grace,Nwosu,Female,2000-01-09,3,Accounting,300,2024
801,STU20230801,Chinedu,Adebayo,Female,2006-11-03,3,Accounting,200,2022
802,STU20230802,Esther,Nwosu,Female,2003-11-26,1,Computer Science,300,2023
803,STU20230803,Adaeze,Olawale,Female,2000-01-05,3,Accounting,300,2023
804,STU20230804,David,Okeke,Male,1999-04-05,4,Economics,200,2022
805,STU20230805,David,Uche,Male,1999-03-01,1,Computer Science,400,2023
806,STU20230806,Chioma,Okeke,Male,2005-10-17,3,Accounting,300,2022
807,STU20230807,Chinedu,Eze,Male,2000-12-05,3,Accounting,200,2023
808,STU20230808,Ngozi,Nwosu,Male,2004-12-25,2,Mathematics,100,2021
809,STU20230809,Michael,Uche,Female,1998-04-04,1,Computer Science,100,2021
810,STU20230810,Adaeze,Adebayo,Male,1999-05-22,4,Economics,100,2021
811,STU20230811,Victor,Adeyemi,Male,2001-03-22,1,Computer Science,300,2021
812,STU20230812,Emeka,Adebayo,Female,2003-03-28,1,Computer Science,200,2021
813,STU20230813,Joy,Adeyemi,Male,2006-04-23,1,Computer Science,200,2023
814,STU20230814,Victor,Olawale,Male,1999-04-17,2,Mathematics,400,2023
815,STU20230815,Grace,Eze,Male,2003-07-14,2,Mathematics,200,2022
816,STU20230816,Adaeze,Okeke,Male,2005-02-17,4,Economics,200,2024
817,STU20230817,Chioma,Adebayo,Male,1999-06-16,3,Accounting,100,2024
818,STU20230818,Grace,Adeyemi,Female,2005-04-18,3,Accounting,400,2023
819,STU20230819,Ngozi,Eze,Female,2003-03-01,4,Economics,400,2021
820,STU20230820,Grace,Olawale,Male,1999-03-13,4,Economics,400,2021
821,STU20230821,Adaeze,Okeke,Male,2003-04-20,2,Mathematics,400,2021
822,STU20230822,Joy,Ibrahim,Female,2002-12-25,2,Mathematics,300,2024
823,STU20230823,Grace,Adeyemi,Female,2005-09-09,3,Accounting,200,2024
824,STU20230824,Adaeze,Adebayo,Female,2005-04-21,1,Computer Science,200,2021
825,STU20230825,Chioma,Okafor,Male,2005-11-01,1,Computer Science,200,2024
826,STU20230826,Emeka,Adebayo,Male,1999-11-25,3,Accounting,400,2024
827,STU20230827,Ifeanyi,Uche,Female,2006-05-18,2,Mathematics,300,2021
828,STU20230828,David,Eze,Female,2005-06-28,1,Computer Science,400,2024
829,STU20230829,Chinedu,Okafor,Male,2006-11-28,4,Economics,300,2022
830,STU20230830,David,Nwosu,Female,2004-08-25,4,Economics,100,2024
831,STU20230831,Grace,Olawale,Male,2006-01-13,4,Economics,300,2024
832,STU20230832,Esther,Okeke,Female,2003-01-01,4,Economics,100,2022
833,STU20230833,Amaka,Adeyemi,Male,2003-07-04,3,Accounting,400,2023
834,STU20230834,David,Okeke,Male,2001-04-08,3,Accounting,300,2021
835,STU20230835,Joy,Adebayo,Male,2003-03-01,1,Computer Science,300,2021
836,STU20230836,Samuel,Ibrahim,Female,2002-01-23,4,Economics,400,2021
837,STU20230837,David,Adeyemi,Female,2003-10-04,3,Accounting,400,2021
838,STU20230838,Amaka,Uche,Female,2000-10-10,2,Mathematics,300,2024
839,STU20230839,Grace,Eze,Male,2002-05-02,2,Mathematics,300,2024
840,STU20230840,Esther,Eze,Male,2003-05-03,2,Mathematics,400,2024
841,STU20230841,Amaka,Eze,Female,2006-05-14,2,Mathematics,300,2022
842,STU20230842,David,Adebayo,Female,2006-03-01,4,Economics,200,2024
843,STU20230843,Samuel,Uche,Female,2006-10-28,2,Mathematics,400,2021
844,STU20230844,Amaka,Uche,Male,2001-03-24,2,Mathematics,300,2024
845,STU20230845,Amaka,Eze,Male,2004-05-27,4,Economics,300,2022
846,STU20230846,Samuel,Adeyemi,Male,2004-04-04,3,Accounting,200,2022
847,STU20230847,Ngozi,Adebayo,Female,2005-09-14,1,Computer Science,400,2021
848,STU20230848,Emeka,Adebayo,Male,1998-05-26,2,Mathematics,300,2022
849,STU20230849,Chioma,Uche,Male,1998-02-11,1,Computer Science,300,2021
850,STU20230850,Victor,Okeke,Male,2004-12-27,4,Economics,200,2022
851,STU20230851,Esther,Olawale,Male,2006-11-27,1,Computer Science,300,2024
852,STU20230852,Ngozi,Adeyemi,Male,2003-06-27,1,Computer Science,400,2022
853,STU20230853,Ngozi,Nwosu,Male,2000-04-09,4,Economics,400,2024
854,STU20230854,Joy,Adeyemi,Male,2005-09-12,3,Accounting,100,2023
855,STU20230855,Grace,Obi,Female,2000-06-16,4,Economics,300,2023
856,STU20230856,Samuel,Adeyemi,Male,1998-12-26,1,Computer Science,200,2023
857,STU20230857,Ifeanyi,Okeke,Male,2006-04-28,4,Economics,400,2024
858,STU20230858,Victor,Ibrahim,Female,2002-02-27,1,Computer Science,200,2023
859,STU20230859,Joy,Nwosu,Female,2003-11-14,2,Mathematics,100,2023
860,STU20230860,Joy,Uche,Female,2004-06-23,1,Computer Science,400,2021
861,STU20230861,Chioma,Adebayo,Male,2003-07-20,2,Mathematics,300,2024
862,STU20230862,Michael,Okafor,Male,2005-11-05,1,Computer Science,100,2024
863,STU20230863,Samuel,Adebayo,Female,1999-02-06,2,Mathematics,200,2022
864,STU20230864,Michael,Okeke,Female,2005-12-05,4,Economics,300,2022
865,STU20230865,Michael,Adebayo,Male,1999-07-12,3,Accounting,200,2024
866,STU20230866,Joy,Adeyemi,Male,1998-01-18,4,Economics,200,2021
867,STU20230867,Ngozi,Adebayo,Male,1998-07-20,4,Economics,400,2023
868,STU20230868,Adaeze,Okeke,Male,1999-01-23,2,Mathematics,400,2024
869,STU20230869,Adaeze,Obi,Male,2001-05-10,4,Economics,400,2024
870,STU20230870,David,Obi,Male,2002-12-22,2,Mathematics,200,2024
871,STU20230871,David,Nwosu,Male,2002-05-08,2,Mathematics,400,2022
872,STU20230872,Esther,Uche,Male,1998-08-05,3,Accounting,300,2024
873,STU20230873,Chioma,Ibrahim,Female,2002-02-04,2,Mathematics,100,2021
874,STU20230874,Victor,Obi,Female,2003-10-22,3,Accounting,100,2021
875,STU20230875,Daniel,Adeyemi,Female,2002-07-22,3,Accounting,300,2022
876,STU20230876,Esther,Nwosu,Female,2000-09-16,1,Computer Science,300,2024
877,STU20230877,Adaeze,Okeke,Female,2000-05-04,2,Mathematics,300,2021
878,STU20230878,Grace,Adebayo,Female,2004-05-09,2,Mathematics,300,2023
879,STU20230879,Victor,Nwosu,Female,2005-03-18,4,Economics,400,2021
880,STU20230880,Emeka,Okafor,Male,2000-01-16,2,Mathematics,300,2022
881,STU20230881,David,Eze,Female,1998-08-12,4,Economics,400,2024
882,STU20230882,Adaeze,Nwosu,Male,2003-02-07,4,Economics,300,2022
883,STU20230883,Chioma,Olawale,Female,2001-10-01,2,Mathematics,200,2024
884,STU20230884,Ngozi,Uche,Male,2003-01-10,1,Computer Science,100,2024
885,STU20230885,Esther,Eze,Female,2000-01-03,3,Accounting,400,2024
886,STU20230886,Samuel,Adebayo,Male,2003-01-21,4,Economics,400,2023
887,STU20230887,Ngozi,Okafor,Female,2003-01-24,2,Mathematics,100,2024
888,STU20230888,David,Adebayo,Male,2001-07-03,1,Computer Science,100,2022
889,STU20230889,David,Ibrahim,Female,2000-02-10,2,Mathematics,400,2024
890,STU20230890,Victor,Adeyemi,Male,2003-11-04,3,Accounting,300,2022
891,STU20230891,Grace,Ibrahim,Female,2002-10-20,4,Economics,400,2021
892,STU20230892,Michael,Okeke,Male,2004-11-14,4,Economics,100,2021
893,STU20230893,Grace,Obi,Male,2005-09-21,3,Accounting,100,2023
894,STU20230894,David,Eze,Female,2002-03-05,4,Economics,300,2022
895,STU20230895,Ifeanyi,Adeyemi,Male,2006-02-02,4,Economics,100,2024
896,STU20230896,Adaeze,Uche,Female,2003-05-19,4,Economics,100,2021
897,STU20230897,Chioma,Uche,Male,2000-07-02,1,Computer Science,100,2024
898,STU20230898,Amaka,Adeyemi,Female,2005-10-26,3,Accounting,300,2023
899,STU20230899,Ngozi,Nwosu,Male,2002-11-04,2,Mathematics,400,2021
900,STU20230900,David,Eze,Male,2000-11-16,1,Computer Science,400,2024
901,STU20230901,Ifeanyi,Adeyemi,Female,2004-05-03,4,Economics,200,2022
902,STU20230902,Ngozi,Eze,Male,2001-01-07,1,Computer Science,400,2022
903,STU20230903,David,Olawale,Male,1999-05-25,2,Mathematics,400,2022
904,STU20230904,David,Okafor,Male,2000-03-24,4,Economics,400,2024
905,STU20230905,Chinedu,Uche,Male,2001-05-19,4,Economics,400,2021
906,STU20230906,Chinedu,Eze,Female,2004-08-24,3,Accounting,300,2021
907,STU20230907,David,Uche,Female,2001-12-02,4,Economics,100,2024
908,STU20230908,Daniel,Eze,Female,2004-08-04,3,Accounting,400,2023
909,STU20230909,Chioma,Ibrahim,Male,2000-05-24,4,Economics,200,2024
910,STU20230910,Grace,Obi,Male,2003-10-28,3,Accounting,400,2022
911,STU20230911,Chioma,Ibrahim,Female,2003-08-26,3,Accounting,200,2022
912,STU20230912,Chioma,Eze,Female,2000-03-07,3,Accounting,200,2024
913,STU20230913,Michael,Ibrahim,Female,2002-04-07,1,Computer Science,100,2021
914,STU20230914,Victor,Adebayo,Female,2000-03-27,3,Accounting,100,2021
915,STU20230915,David,Eze,Male,1999-09-08,3,Accounting,400,2023
916,STU20230916,Michael,Okeke,Male,2006-05-05,3,Accounting,100,2021
917,STU20230917,Michael,Uche,Male,1999-10-20,4,Economics,100,2021
918,STU20230918,Emeka,Eze,Male,2003-03-24,1,Computer Science,300,2024
919,STU20230919,Chioma,Eze,Male,2003-06-27,4,Economics,200,2021
920,STU20230920,Grace,Ibrahim,Male,2001-08-11,2,Mathematics,300,2022
921,STU20230921,Ifeanyi,Okeke,Female,2003-11-22,1,Computer Science,200,2022
922,STU20230922,Michael,Obi,Male,2004-07-14,4,Economics,400,2023
923,STU20230923,Grace,Nwosu,Male,2006-02-03,1,Computer Science,300,2023
924,STU20230924,Michael,Nwosu,Female,1998-07-25,4,Economics,100,2022
925,STU20230925,Samuel,Olawale,Female,2004-07-22,1,Computer Science,300,2023
926,STU20230926,Chinedu,Adebayo,Male,2004-08-21,3,Accounting,200,2024
927,STU20230927,Victor,Ibrahim,Male,2002-02-02,3,Accounting,300,2024
928,STU20230928,Daniel,Olawale,Female,2001-02-17,2,Mathematics,300,2023
929,STU20230929,Chinedu,Okafor,Female,2001-05-24,2,Mathematics,400,2021
930,STU20230930,Joy,Okeke,Female,2006-06-04,1,Computer Science,100,2021
931,STU20230931,Ifeanyi,Adeyemi,Male,2005-06-08,4,Economics,200,2023
932,STU20230932,Ifeanyi,Adeyemi,Male,2004-09-24,3,Accounting,200,2021
933,STU20230933,Daniel,Adeyemi,Male,2003-08-04,3,Accounting,200,2024
934,STU20230934,Adaeze,Eze,Male,2004-03-16,4,Economics,200,2024
935,STU20230935,Amaka,Olawale,Female,2006-09-25,1,Computer Science,400,2023
936,STU20230936,Samuel,Ibrahim,Female,2005-12-14,4,Economics,200,2022
937,STU20230937,Grace,Uche,Male,2006-09-04,2,Mathematics,200,2024
938,STU20230938,Chinedu,Nwosu,Female,1999-10-28,4,Economics,400,2021
939,STU20230939,Amaka,Adeyemi,Female,1998-09-05,1,Computer Science,100,2023
940,STU20230940,Amaka,Adebayo,Female,2005-01-26,3,Accounting,200,2022
941,STU20230941,Chinedu,Adebayo,Female,2001-03-27,4,Economics,400,2021
942,STU20230942,Daniel,Okeke,Male,1998-07-16,1,Computer Science,300,2024
943,STU20230943,Michael,Ibrahim,Female,2000-03-17,3,Accounting,400,2024
944,STU20230944,Emeka,Okeke,Male,2004-07-08,4,Economics,400,2023
945,STU20230945,Samuel,Uche,Female,1999-03-23,1,Computer Science,100,2023
946,STU20230946,Samuel,Olawale,Male,2001-10-18,1,Computer Science,100,2022
947,STU20230947,Daniel,Okafor,Male,2006-03-01,4,Economics,300,2022
948,STU20230948,Joy,Adeyemi,Female,1999-09-20,2,Mathematics,300,2024
949,STU20230949,Grace,Okafor,Female,2004-03-14,1,Computer Science,100,2023
950,STU20230950,Ifeanyi,Eze,Male,1999-09-06,4,Economics,300,2022
951,STU20230951,Ifeanyi,Eze,Male,2002-07-22,2,Mathematics,200,2021
952,STU20230952,Emeka,Okafor,Male,2002-07-04,3,Accounting,300,2022
953,STU20230953,Victor,Okeke,Female,2004-02-02,4,Economics,200,2022
954,STU20230954,Grace,Olawale,Female,1999-05-02,2,Mathematics,300,2024
955,STU20230955,Adaeze,Uche,Male,2004-11-08,4,Economics,100,2023
956,STU20230956,Ngozi,Olawale,Male,2002-10-14,1,Computer Science,400,2021
957,STU20230957,Michael,Nwosu,Female,2006-03-26,2,Mathematics,200,2024
958,STU20230958,Chinedu,Okafor,Female,2002-11-06,4,Economics,100,2021
959,STU20230959,Ifeanyi,Adeyemi,Female,2004-06-27,4,Economics,200,2023
960,STU20230960,Emeka,Olawale,Male,2002-02-13,1,Computer Science,100,2022
961,STU20230961,Victor,Ibrahim,Male,2006-06-22,3,Accounting,300,2023
962,STU20230962,Ifeanyi,Obi,Female,2003-04-15,4,Economics,300,2021
963,STU20230963,Samuel,Okafor,Female,1998-01-22,2,Mathematics,200,2024
964,STU20230964,Michael,Ibrahim,Male,1999-09-01,4,Economics,400,2021
965,STU20230965,Joy,Ibrahim,Female,2004-03-27,3,Accounting,100,2021
966,STU20230966,Amaka,Obi,Female,1998-04-24,4,Economics,100,2023
967,STU20230967,Ngozi,Eze,Female,2001-04-16,3,Accounting,300,2021
968,STU20230968,Grace,Adeyemi,Male,1998-04-27,3,Accounting,400,2021
969,STU20230969,Esther,Olawale,Female,2000-09-07,3,Accounting,200,2021
970,STU20230970,Chioma,Eze,Male,2002-10-28,2,Mathematics,200,2023
971,STU20230971,Joy,Okafor,Female,2006-08-01,2,Mathematics,400,2021
972,STU20230972,David,Ibrahim,Female,1999-11-17,3,Accounting,400,2024
973,STU20230973,Daniel,Okafor,Male,1998-05-14,3,Accounting,400,2023
974,STU20230974,David,Obi,Female,1999-10-26,1,Computer Science,100,2022
975,STU20230975,Adaeze,Obi,Male,2000-06-10,4,Economics,100,2021
976,STU20230976,Grace,Ibrahim,Male,2003-05-08,1,Computer Science,100,2024
977,STU20230977,Amaka,Okafor,Female,2006-04-03,2,Mathematics,400,2021
978,STU20230978,Esther,Eze,Male,1998-01-13,4,Economics,300,2021
979,STU20230979,Chinedu,Uche,Male,2002-10-21,2,Mathematics,400,2021
980,STU20230980,Samuel,Okafor,Male,2002-07-13,1,Computer Science,100,2024
981,STU20230981,Joy,Adeyemi,Male,2005-07-15,2,Mathematics,400,2021
982,STU20230982,Samuel,Okafor,Female,2006-06-19,3,Accounting,200,2021
983,STU20230983,Chinedu,Adeyemi,Male,2001-10-05,1,Computer Science,300,2023
984,STU20230984,Grace,Adeyemi,Female,2000-04-05,4,Economics,100,2021
985,STU20230985,Ifeanyi,Adeyemi,Female,2006-11-25,2,Mathematics,300,2023
986,STU20230986,Emeka,Uche,Female,2003-05-12,2,Mathematics,100,2022
987,STU20230987,Ngozi,Olawale,Male,2004-06-07,1,Computer Science,200,2022
988,STU20230988,Amaka,Obi,Female,2005-10-23,1,Computer Science,300,2023
989,STU20230989,David,Okeke,Male,1999-08-26,3,Accounting,100,2024
990,STU20230990,Victor,Okafor,Male,2001-08-20,2,Mathematics,200,2022
991,STU20230991,Chioma,Okeke,Female,2001-07-06,4,Economics,100,2023
992,STU20230992,Adaeze,Okeke,Male,2006-02-05,1,Computer Science,300,2024
993,STU20230993,Samuel,Adeyemi,Female,1998-01-07,2,Mathematics,200,2023
994,STU20230994,Ngozi,Adebayo,Male,2003-09-08,2,Mathematics,200,2022
995,STU20230995,Emeka,Adebayo,Male,1998-11-05,1,Computer Science,400,2021
996,STU20230996,Victor,Obi,Female,2005-04-12,3,Accounting,300,2022
997,STU20230997,Victor,Eze,Male,2000-03-26,4,Economics,200,2022
998,STU20230998,Chioma,Okeke,Female,2004-11-08,4,Economics,100,2022
999,STU20230999,Michael,Nwosu,Female,2001-01-21,3,Accounting,300,2022
1000,STU20231000,Ngozi,Eze,Female,1999-03-17,4,Economics,400,2023
